0;10;100;1000;100000;1000000;
1;41;1974;139839;2119028512;32717;
2;42;9154;167613;2118817232;32717;
3;45;1509;141858;2116245808;32717;
4;48;2248;142215;0;0;
5;38;2765;150802;4197904;0;
6;36;1903;144640;4;0;
7;44;1810;142408;4213067;0;
8;48;1854;146954;451905840;32765;
9;50;1992;147700;4213181;0;
10;43;11520;121384;4213104;0;
