0;10;100;1000;100000;1000000;
1;44;1982;145606;1536290592;32633;
2;40;4197;144836;1536079312;32633;
3;49;2062;145928;1533507888;32633;
4;61;2528;145016;0;0;
5;48;1857;145101;4197904;0;
6;55;1815;145291;4;0;
7;48;2039;144276;4214501;0;
8;47;1711;143781;-1846825696;32766;
9;60;1419;145170;4214605;0;
10;48;1941;127162;4214528;0;
